CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
1623,100190124202300003,202300003,2023-04-07,2462,124,1,2,13,66,2,49,2023-04-01 17:34:40,2023-04-01 20:25:40,2023-04-01 22:27:40,13.13881,78.109015,Police recovered illegal firearms from the accused near Baria Road.
1624,100240151202300002,202300002,2023-01-14,762,151,1,2,10,55,6,15,2023-01-07 11:57:29,2023-01-07 12:06:29,2023-01-07 15:49:29,12.75222,77.258832,Complainant reported an incident related to hit and run near Narang Ganj.
1625,100210135202300001,202300001,2023-03-11,2062,135,1,1,6,36,6,135,2023-03-05 12:54:02,2023-03-05 16:49:02,2023-03-06 18:39:02,12.553498,76.935294,Complainant reported forged documents being used by the accused.
1626,100160106202200002,202200002,2022-12-04,279,106,1,2,13,67,6,32,2022-12-01 08:08:43,2022-12-01 13:54:43,2022-12-01 14:10:43,14.781259,75.399468,Police seized illegal liquor from the accused near Parekh Ganj.
1627,100250153202500008,202500008,2025-08-01,1776,153,1,2,5,32,1,33,2025-07-27 12:01:44,2025-07-27 14:45:44,2025-07-27 19:15:44,13.91172,75.594537,Complainant reported an incident related to public nuisance near Varghese Marg.
1628,100240151202400003,202400003,2024-07-04,919,151,1,1,5,32,3,8,2024-06-28 08:29:49,2024-06-28 08:41:49,2024-06-28 10:40:49,12.756906,77.258889,Complainant reported an incident related to public nuisance near Mistry Nagar.
1629,100140092202500003,202500003,2025-07-20,1901,92,1,2,3,19,2,114,2025-07-11 01:16:38,2025-07-11 08:16:38,2025-07-11 22:24:38,15.46544,75.655095,Complainant reported the suspicious death of the victim linked to dowry harassment at Ghosh Road.
1630,100190123202200002,202200002,2022-06-10,1083,123,1,2,12,63,6,92,2022-06-06 16:59:43,2022-06-06 18:42:43,2022-06-06 19:30:43,13.097044,78.172264,Complainant reported being threatened by the accused near Ravel Nagar.
1631,100220136202200005,202200005,2022-05-03,2797,136,1,2,14,72,6,121,2022-05-02 15:17:15,2022-05-02 23:04:15,2022-05-03 06:49:15,12.342496,76.660307,Complainant reported victims being held in bonded labour conditions at Krish Chowk.
1632,100090058202200002,202200002,2022-08-05,48,58,1,1,14,72,6,126,2022-08-01 11:21:16,2022-08-01 12:21:16,2022-08-01 17:53:16,13.309224,75.717553,Complainant reported victims being held in bonded labour conditions at Shere Zila.
1633,100030021202500003,202500003,2025-05-05,820,21,1,1,12,65,6,68,2025-05-04 10:19:16,2025-05-04 11:47:16,2025-05-04 17:27:16,15.895507,74.533274,Complainant reported an incident related to offences against public servants near Dey Zila.
1634,100210131202200003,202200003,2022-09-22,3171,131,1,2,6,37,6,82,2022-09-20 17:09:26,2022-09-20 23:59:26,2022-09-21 06:32:26,12.547433,76.88738,Complainant reported an incident related to counterfeiting near Arora Zila.
1635,100160105202500003,202500003,2025-01-04,2842,105,1,2,3,20,3,53,2024-12-29 21:11:51,2024-12-29 22:54:51,2024-12-30 09:05:51,14.827624,75.445136,Complainant reported facing cruelty from family members at Kapadia Nagar.
1636,100290186202400007,202400007,2024-05-30,1478,186,1,1,12,64,6,67,2024-05-27 15:31:45,2024-05-27 21:16:45,2024-05-28 01:20:45,16.86192,75.677548,Complainant reported unauthorized entry into their property at Hora Street.
1637,300250155202300001,202300001,2023-09-16,217,155,2,2,14,72,5,13,2023-09-12 15:49:58,2023-09-12 18:14:58,2023-09-12 22:53:58,13.92327,75.577601,Complainant reported victims being held in bonded labour conditions at Pradhan Marg.
1638,100130085202200004,202200004,2022-04-14,2676,85,1,2,7,44,6,98,2022-04-06 04:23:51,2022-04-06 06:14:51,2022-04-06 10:12:51,15.4899,75.045086,Complainant reported losing money through a phishing scam.
1639,100010003202300002,202300002,2023-06-28,912,3,1,2,2,11,6,37,2023-06-24 13:22:46,2023-06-24 15:08:46,2023-06-24 16:24:46,16.192383,75.676947,Complainant reported an armed group robbery at Bains Zila.
1640,100260166202200001,202200001,2022-12-12,3071,166,1,2,12,64,2,77,2022-12-09 18:18:12,2022-12-09 19:26:12,2022-12-10 01:42:12,13.294355,77.092329,Complainant reported unauthorized entry into their property at Hora Zila.
1641,100070048202600001,202600001,2026-12-15,1377,48,1,2,11,61,1,79,2026-12-08 16:59:15,2026-12-08 20:42:15,2026-12-08 21:45:15,11.887648,76.974507,Complainant reported an incident related to neglect of senior citizens near Dave Chowk.
1642,100180119202400003,202400003,2024-07-04,937,119,1,2,12,64,6,34,2024-06-29 10:46:06,2024-06-29 15:03:06,2024-06-29 21:45:06,12.401769,75.751497,Complainant reported unauthorized entry into their property at Narula Zila.
1643,300260167202400001,202400001,2024-03-28,2719,167,2,1,11,60,6,94,2024-03-21 21:06:29,2024-03-22 00:40:29,2024-03-22 02:28:29,13.321105,77.060465,Complainant reported being defrauded of money through a fraudulent scheme reported from Basak Zila.
1644,100030020202600004,202600004,2026-12-14,1461,20,1,2,3,21,1,44,2026-12-11 19:51:08,2026-12-12 00:28:08,2026-12-14 03:59:08,15.874368,74.452658,Complainant reported an incident related to molestation near Bedi Chowk.
1645,100250156202400003,202400003,2024-06-09,2931,156,1,2,9,51,6,113,2024-06-07 10:20:44,2024-06-07 12:40:44,2024-06-07 14:34:44,13.920297,75.595858,Complainant reported an incident related to unlawful activities near Sant Street.
1646,100160102202200001,202200001,2022-10-12,1579,102,1,2,4,28,2,98,2022-10-10 09:24:00,2022-10-10 13:39:00,2022-10-10 17:08:00,14.759334,75.355165,Complainant reported an offence involving a minor near Taneja Marg.
1647,100300190202300003,202300003,2023-05-08,1481,190,1,2,14,72,3,14,2023-05-03 09:00:35,2023-05-03 13:55:35,2023-05-03 18:30:35,16.773332,77.174702,Complainant reported victims being held in bonded labour conditions at Raja Nagar.
1648,100140093202600006,202600006,2026-02-05,1529,93,1,2,4,25,1,7,2026-02-01 17:56:17,2026-02-01 18:44:17,2026-02-04 01:57:17,15.417327,75.628508,Complainant reported an incident related to pocso offences near Gera Marg.
1649,100160103202200005,202200005,2022-02-01,2635,103,1,1,7,44,6,83,2022-01-24 17:10:48,2022-01-24 18:17:48,2022-01-24 22:29:48,14.752036,75.357062,Complainant reported losing money through a phishing scam.
1650,100170112202600003,202600003,2026-10-30,2154,112,1,1,13,66,1,138,2026-10-25 17:07:29,2026-10-25 20:16:29,2026-10-25 23:47:29,17.312789,76.853175,Police recovered illegal firearms from the accused near Maharaj Street.
1651,100020012202200002,202200002,2022-05-06,1985,12,1,1,7,40,4,84,2022-05-02 23:14:59,2022-05-02 23:31:59,2022-05-03 01:51:59,15.138365,76.965695,Complainant reported being defrauded of money through a fraudulent scheme reported from Sehgal Road.
1652,300100068202300001,202300001,2023-10-10,730,68,2,1,9,52,3,129,2023-10-04 13:53:58,2023-10-04 17:42:58,2023-10-04 19:20:58,14.263954,76.41215,Complainant reported an incident related to terrorism-related offences near Banerjee Street.
1653,100130085202500008,202500008,2025-02-10,1069,85,1,1,6,34,6,50,2025-02-08 07:20:58,2025-02-08 07:48:58,2025-02-09 04:30:58,15.46271,75.063908,Complainant reported being cheated of money through false promises near Korpal.
1654,100290183202200001,202200001,2022-10-30,2542,183,1,2,10,55,6,20,2022-10-25 14:02:28,2022-10-25 18:51:28,2022-10-25 22:57:28,16.877839,75.668106,Complainant reported an incident related to hit and run near Tara Road.
1655,100300187202300003,202300003,2023-09-14,656,187,1,2,2,9,6,72,2023-09-08 01:39:15,2023-09-08 07:18:15,2023-09-08 23:19:15,16.730179,77.148869,Complainant reported theft of personal property from Srinivas Marg.
1656,100170114202500002,202500002,2025-08-05,1832,114,1,1,14,70,2,96,2025-08-03 12:28:34,2025-08-03 12:40:34,2025-08-03 17:24:34,17.301775,76.83043,Case registered against the accused for a traffic-related violation near Chahal Nagar.
1657,800120079202600001,202600001,2026-02-02,633,79,4,2,10,55,1,64,2026-01-29 11:13:21,2026-01-29 17:55:21,2026-01-29 21:52:21,14.50649,75.897953,Complainant reported an incident related to hit and run near Rajagopal Road.
1658,100010001202400005,202400005,2024-10-04,1367,1,1,2,9,52,1,126,2024-09-30 13:19:11,2024-09-30 16:18:11,2024-10-01 00:29:11,16.181031,75.740493,Complainant reported an incident related to terrorism-related offences near Saini Street.
1659,100260160202600002,202600002,2026-01-29,2196,160,1,1,4,27,1,69,2026-01-24 12:15:52,2026-01-24 17:46:52,2026-01-24 18:34:52,13.372009,77.064581,Complainant reported that the victim was forcibly taken away by the accused from Vora Ganj.
1660,800190121202500001,202500001,2025-06-01,3004,121,4,2,11,61,6,21,2025-05-28 15:01:31,2025-05-28 17:25:31,2025-05-28 19:43:31,13.186348,78.168171,Complainant reported an incident related to neglect of senior citizens near Bahl Ganj.
1661,800230144202300001,202300001,2023-05-15,26,144,4,2,11,60,6,84,2023-05-09 02:58:44,2023-05-09 06:57:44,2023-05-09 18:27:44,16.19437,77.415937,Complainant reported being defrauded of money through a fraudulent scheme reported from Parmer Marg.
1662,100070051202200002,202200002,2022-10-24,2051,51,1,1,6,38,1,121,2022-10-17 15:10:31,2022-10-17 19:34:31,2022-10-17 22:26:31,11.960375,76.914331,Complainant reported an incident related to money laundering near Sundaram Chowk.
1663,100050037202500001,202500001,2025-02-23,2943,37,1,1,4,26,2,70,2025-02-17 11:36:50,2025-02-17 11:53:50,2025-02-17 14:29:50,12.930562,77.55145,Complainant reported an offence involving a minor near Thakkar Path.
1664,100290186202400008,202400008,2024-05-27,2809,186,1,2,5,31,6,80,2024-05-21 18:29:41,2024-05-22 00:30:41,2024-05-22 03:03:41,16.847185,75.663356,Complainant reported an incident related to affray near Rama Path.
1665,100110075202500002,202500002,2025-06-27,2049,75,1,2,11,60,6,88,2025-06-21 12:46:27,2025-06-21 16:08:27,2025-06-22 02:42:27,12.86019,74.899494,Complainant reported being defrauded of money through a fraudulent scheme reported from Gole Road.
1666,100260167202300004,202300004,2023-03-16,1226,167,1,1,3,21,4,71,2023-03-14 21:39:34,2023-03-15 02:09:34,2023-03-16 07:48:34,13.326458,77.062036,Complainant reported an incident related to molestation near Nagar Nagar.
1667,100040029202300005,202300005,2023-01-29,1962,29,1,2,1,7,3,36,2023-01-27 17:34:29,2023-01-28 00:20:29,2023-01-28 06:30:29,13.219736,77.59025,Complainant reported an incident related to abduction near Kanda.
1668,100090061202200003,202200003,2022-11-09,2083,61,1,1,14,73,6,68,2022-11-08 11:34:44,2022-11-08 13:16:44,2022-11-09 04:38:44,13.319043,75.809392,Case registered against the accused for a traffic-related violation near Mand Nagar.
1669,100210131202400001,202400001,2024-06-12,2898,131,1,2,7,42,3,134,2024-06-05 10:36:25,2024-06-05 11:34:25,2024-06-05 14:19:25,12.559869,76.885537,Complainant reported an incident related to hacking near Sodhi Nagar.
1670,400060043202200001,202200001,2022-07-23,2356,43,3,2,2,16,2,91,2022-07-20 17:25:27,2022-07-21 01:17:27,2022-07-21 06:33:27,17.866512,77.547964,Complainant reported being threatened for money by the accused near Parmar Circle.
1671,100220140202500001,202500001,2025-12-11,2469,140,1,1,12,65,1,79,2025-12-07 18:44:07,2025-12-07 23:56:07,2025-12-08 05:10:07,12.310758,76.62522,Complainant reported an incident related to offences against public servants near Kaul.
1672,300190124202400001,202400001,2024-11-30,2484,124,2,2,7,45,5,13,2024-11-25 16:33:55,2024-11-25 19:43:55,2024-11-26 05:58:55,13.119757,78.082659,Complainant reported an incident related to social media impersonation near Chaudhry Street.
1673,100030019202600003,202600003,2026-10-20,1861,19,1,2,1,3,1,41,2026-10-16 01:39:20,2026-10-16 09:02:20,2026-10-16 10:45:20,15.837567,74.51086,Complainant reported that the victim was fatally assaulted by the accused following a dispute near Khosla Ganj.
1674,100030020202500002,202500002,2025-07-21,1379,20,1,2,3,17,2,109,2025-07-19 21:24:10,2025-07-20 04:32:10,2025-07-20 23:10:10,15.851854,74.442596,Complainant reported a sexual assault by the accused near Walla Road.
1675,100120082202300003,202300003,2023-07-10,2439,82,1,2,11,59,1,135,2023-07-05 11:20:15,2023-07-05 17:09:15,2023-07-05 21:31:15,14.490987,75.931453,"Complainant, a senior citizen, reported an incident involving the accused at Kanda Nagar."
1676,100260165202600002,202600002,2026-07-04,2315,165,1,1,2,13,1,120,2026-07-02 13:23:00,2026-07-02 19:57:00,2026-07-03 03:12:00,13.324827,77.151196,Complainant reported unauthorized entry into their property at Rama.
1677,100010004202300001,202300001,2023-01-20,2579,4,1,2,5,31,5,57,2023-01-13 08:42:35,2023-01-13 10:16:35,2023-01-13 12:17:35,16.162125,75.742318,Complainant reported an incident related to affray near Ghose Path.
1678,100150095202400004,202400004,2024-06-16,2799,95,1,2,6,36,2,64,2024-06-12 11:35:59,2024-06-12 12:34:59,2024-06-12 20:28:59,13.017187,76.106705,Complainant reported forged documents being used by the accused.
1679,100170115202500005,202500005,2025-10-31,1936,115,1,1,13,67,2,139,2025-10-27 09:41:06,2025-10-27 11:32:06,2025-10-28 00:30:06,17.289432,76.792719,Police seized illegal liquor from the accused near Nadkarni.
1680,100310191202600003,202600003,2026-06-07,1291,191,1,2,11,60,1,119,2026-06-06 22:38:55,2026-06-07 03:52:55,2026-06-07 07:50:55,15.274969,76.401726,Complainant reported being defrauded of money through a fraudulent scheme reported from Bala Path.
1681,100210131202500002,202500002,2025-06-22,1030,131,1,1,2,13,2,49,2025-06-16 10:59:45,2025-06-16 14:24:45,2025-06-17 01:36:45,12.535388,76.924866,Complainant reported unauthorized entry into their property at Dhar Path.
1682,100120079202600001,202600001,2026-09-19,1308,79,1,1,4,27,1,41,2026-09-15 14:10:44,2026-09-15 20:44:44,2026-09-15 22:05:44,14.494645,75.888177,Complainant reported that the victim was forcibly taken away by the accused from Guha.
1683,300140092202400003,202400003,2024-01-30,576,92,2,1,1,8,6,88,2024-01-25 20:23:13,2024-01-25 20:48:13,2024-01-25 20:53:13,15.402846,75.629154,Complainant reported an incident related to assault near More Chowk.
1684,100150101202400007,202400007,2024-04-13,888,101,1,2,14,73,1,57,2024-04-08 13:10:35,2024-04-08 18:51:35,2024-04-09 13:42:35,13.00082,76.118165,Case registered against the accused for a traffic-related violation near Swaminathan Street.
1685,100050038202500002,202500002,2025-06-28,1285,38,1,2,5,32,2,18,2025-06-22 16:49:04,2025-06-22 19:45:04,2025-06-22 22:10:04,13.007238,77.576854,Complainant reported an incident related to public nuisance near Chana Nagar.
1686,100260161202600003,202600003,2026-05-22,3151,161,1,2,9,52,1,59,2026-05-15 14:36:23,2026-05-15 22:28:23,2026-05-16 03:17:23,13.350159,77.150596,Complainant reported an incident related to terrorism-related offences near Kaul Nagar.
1687,100220139202300004,202300004,2023-04-09,2627,139,1,2,8,48,3,34,2023-04-03 18:36:10,2023-04-03 20:15:10,2023-04-03 21:19:10,12.28612,76.631443,Police recovered narcotic substances from the accused during a check near Kanda.
1688,100070047202200002,202200002,2022-06-07,821,47,1,1,7,43,2,93,2022-06-03 01:30:02,2022-06-03 06:14:02,2022-06-03 09:25:02,11.897805,76.948387,Complainant reported being repeatedly followed and harassed by the accused near Vyas Nagar.
1689,100200126202500002,202500002,2025-02-21,2648,126,1,2,3,19,4,85,2025-02-17 21:43:42,2025-02-18 00:24:42,2025-02-19 11:30:42,15.350105,76.125993,Complainant reported the suspicious death of the victim linked to dowry harassment at Acharya Chowk.
1690,100060041202600002,202600002,2026-04-16,2302,41,1,1,1,8,1,57,2026-04-10 22:01:03,2026-04-11 01:50:03,2026-04-11 02:50:03,17.929307,77.486532,Complainant reported an incident related to assault near Jaggi Path.
1691,100130085202300009,202300009,2023-07-17,756,85,1,2,11,59,6,97,2023-07-09 10:01:33,2023-07-09 12:53:33,2023-07-09 15:34:33,15.475139,75.037314,"Complainant, a senior citizen, reported an incident involving the accused at Oak Street."
1692,100110076202200002,202200002,2022-06-27,225,76,1,2,13,67,6,70,2022-06-21 10:19:45,2022-06-21 17:27:45,2022-06-22 06:13:45,12.919575,74.871374,Police seized illegal liquor from the accused near Naik Street.
1693,100140092202600002,202600002,2026-06-13,2057,92,1,1,4,25,2,99,2026-06-10 09:59:19,2026-06-10 15:10:19,2026-06-12 20:15:19,15.396068,75.66608,Complainant reported an incident related to pocso offences near Bains Nagar.
1694,300240149202200001,202200001,2022-12-20,2898,149,2,2,12,65,5,83,2022-12-17 12:43:59,2022-12-17 19:35:59,2022-12-18 03:20:59,12.673739,77.265031,Complainant reported an incident related to offences against public servants near Dhar Street.
1695,100120083202600002,202600002,2026-12-08,554,83,1,1,2,12,1,53,2026-12-06 04:34:15,2026-12-06 09:17:15,2026-12-06 10:59:15,14.433233,75.919068,Complainant reported that unknown persons broke into the premises at Vora Zila and stole valuables.
1696,100150096202500003,202500003,2025-02-22,2376,96,1,2,8,47,3,26,2025-02-16 10:01:04,2025-02-16 13:23:04,2025-02-17 03:35:04,12.969542,76.083506,Police recovered narcotic substances from the accused during a check near Bora Path.
1697,300110073202600001,202600001,2026-08-22,1747,73,2,1,4,24,1,124,2026-08-19 11:00:37,2026-08-19 15:48:37,2026-08-19 17:26:37,12.826281,74.855022,Complainant reported an offence involving a minor near Randhawa Path.
1698,100050039202200009,202200009,2022-11-08,2617,39,1,1,14,70,1,21,2022-11-03 09:20:25,2022-11-03 17:07:25,2022-11-05 04:51:25,12.984973,77.641846,Case registered against the accused for a traffic-related violation near Chaudhuri.
